,season,round,race_name,name,constructor,grid,qual_position,q_best,q_worst,q_mean,ageDuringRace,circuitId,locality,country,type,direction,length,weather,finish_position,points,filled_splits
1394,2017,7,canadian,Max Verstappen,red_bull,5.0,5.0,72.403,73.177,72.777,7194 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,18.0,0.0,60.373999999999796
1395,2017,7,canadian,Felipe Massa,williams,7.0,7.0,72.858,73.435,73.10166666666667,13196 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,19.0,0.0,60.373999999999796
1396,2017,7,canadian,Carlos Sainz,alphatauri,13.0,13.0,73.756,74.051,73.90350000000001,8319 days,villeneuve,Montreal,Canada,Street circuit,Clockwise,4.361,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,20.0,0.0,60.373999999999796
1397,2017,8,azerbaijan,Daniel Ricciardo,red_bull,10.0,10.0,102.215,103.414,102.82866666666666,10221 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,1.0,25.0,0.0
1398,2017,8,azerbaijan,Valtteri Bottas,mercedes,2.0,2.0,101.027,103.026,101.85166666666667,10163 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,2.0,18.0,3.9039999999995416
1399,2017,8,azerbaijan,Lance Stroll,williams,8.0,8.0,102.284,103.613,102.88333333333333,6814 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,3.0,15.0,4.0090000000000146
1400,2017,8,azerbaijan,Sebastian Vettel,ferrari,4.0,4.0,101.841,102.952,102.23466666666667,10950 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,4.0,12.0,5.975999999999658
1401,2017,8,azerbaijan,Lewis Hamilton,mercedes,1.0,1.0,100.593,101.983,101.28366666666666,11857 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,5.0,10.0,6.188000000000102
1402,2017,8,azerbaijan,Esteban Ocon,racing_point,7.0,7.0,102.186,103.051,102.66266666666668,7586 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,6.0,8.0,30.297999999999774
1403,2017,8,azerbaijan,Kevin Magnussen,haas,12.0,13.0,103.796,104.029,103.9125,9029 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,7.0,6.0,41.7529999999997
1404,2017,8,azerbaijan,Carlos Sainz,alphatauri,15.0,12.0,103.347,103.489,103.418,8333 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,8.0,4.0,49.399999999999636
1405,2017,8,azerbaijan,Fernando Alonso,mclaren,19.0,16.0,104.334,104.334,104.334,13115 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,9.0,2.0,59.550999999999476
1406,2017,8,azerbaijan,Pascal Wehrlein,alfa,14.0,15.0,104.317,104.603,104.46,8286 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,10.0,1.0,89.09299999999985
1407,2017,8,azerbaijan,Marcus Ericsson,alfa,17.0,18.0,104.795,104.795,104.795,9793 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,11.0,0.0,91.79399999999987
1408,2017,8,azerbaijan,Stoffel Vandoorne,mclaren,18.0,19.0,105.03,105.03,105.03,9222 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,12.0,0.0,92.15999999999985
1409,2017,8,azerbaijan,Romain Grosjean,haas,16.0,17.0,104.468,104.468,104.468,11392 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,13.0,0.0,92.15999999999985
1410,2017,8,azerbaijan,Kimi Räikkönen,ferrari,3.0,3.0,101.693,102.678,102.15366666666667,13766 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,14.0,0.0,92.15999999999985
1411,2017,8,azerbaijan,Sergio Pérez,racing_point,6.0,6.0,102.111,103.162,102.58,10012 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,15.0,0.0,92.15999999999985
1412,2017,8,azerbaijan,Felipe Massa,williams,9.0,9.0,102.735,103.165,102.89933333333333,13210 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,16.0,0.0,92.15999999999985
1413,2017,8,azerbaijan,Nico Hülkenberg,renault,13.0,14.0,103.93,104.267,104.0985,10903 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,17.0,0.0,92.15999999999985
1414,2017,8,azerbaijan,Max Verstappen,red_bull,5.0,5.0,101.879,102.544,102.128,7208 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,18.0,0.0,92.15999999999985
1415,2017,8,azerbaijan,Daniil Kvyat,alphatauri,11.0,11.0,102.927,103.186,103.0565,8461 days,BAK,Baku,Azerbaijan,Street circuit,Anti-clockwise,6.003,sunny  sunny clear sky 26°c,19.0,0.0,92.15999999999985
1417,2017,9,austrian,Valtteri Bottas,mercedes,1.0,1.0,64.251,65.76,64.77566666666668,10177 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,1.0,25.0,0.0
1418,2017,9,austrian,Sebastian Vettel,ferrari,2.0,2.0,64.293,65.585,64.88333333333334,10964 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,2.0,18.0,0.657999999999447
1419,2017,9,austrian,Daniel Ricciardo,red_bull,4.0,5.0,64.896,65.854,65.30366666666667,10235 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,3.0,15.0,6.011999999999716
1420,2017,9,austrian,Lewis Hamilton,mercedes,8.0,3.0,64.424,65.064,64.76266666666666,11871 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,4.0,12.0,7.430000000000291
1421,2017,9,austrian,Kimi Räikkönen,ferrari,3.0,4.0,64.779,65.148,64.97699999999999,13780 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,5.0,10.0,20.36999999999989
1422,2017,9,austrian,Romain Grosjean,haas,6.0,7.0,65.319,65.902,65.56700000000001,11406 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,6.0,8.0,73.15999999999985
1423,2017,9,austrian,Sergio Pérez,racing_point,7.0,8.0,65.435,65.975,65.67166666666667,10026 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,7.0,6.0,73.15999999999985
1424,2017,9,austrian,Esteban Ocon,racing_point,9.0,9.0,65.55,66.033,65.75233333333334,7600 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,8.0,4.0,73.15999999999985
1425,2017,9,austrian,Felipe Massa,williams,17.0,17.0,66.534,66.534,66.534,13224 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,9.0,2.0,73.15999999999985
1426,2017,9,austrian,Lance Stroll,williams,18.0,18.0,66.608,66.608,66.608,6828 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,10.0,1.0,73.15999999999985
1427,2017,9,austrian,Jolyon Palmer,renault,16.0,16.0,66.345,66.345,66.345,9667 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,11.0,0.0,73.15999999999985
1428,2017,9,austrian,Stoffel Vandoorne,mclaren,13.0,13.0,65.741,66.316,66.02850000000001,9236 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,12.0,0.0,73.15999999999985
1429,2017,9,austrian,Nico Hülkenberg,renault,11.0,11.0,65.597,66.174,65.88550000000001,10917 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,13.0,0.0,73.15999999999985
1430,2017,9,austrian,Pascal Wehrlein,alfa,20.0,20.0,67.011,67.011,67.011,8300 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,14.0,0.0,73.15999999999985
1431,2017,9,austrian,Marcus Ericsson,alfa,19.0,19.0,66.857,66.857,66.857,9807 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,15.0,0.0,146.3199999999997
1432,2017,9,austrian,Daniil Kvyat,alphatauri,14.0,14.0,65.884,65.99,65.937,8475 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,16.0,0.0,219.47999999999956
1433,2017,9,austrian,Carlos Sainz,alphatauri,10.0,10.0,65.544,65.726,65.64833333333333,8347 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,17.0,0.0,73.15999999999985
1434,2017,9,austrian,Kevin Magnussen,haas,15.0,15.0,66.143,66.143,66.143,9043 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,18.0,0.0,73.15999999999985
1435,2017,9,austrian,Fernando Alonso,mclaren,12.0,12.0,65.602,66.158,65.88,13129 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,19.0,0.0,73.15999999999985
1436,2017,9,austrian,Max Verstappen,red_bull,5.0,6.0,64.948,65.779,65.23666666666666,7222 days,red_bull_ring,Spielburg,Austria,Race circuit,Clockwise,4.318,partly cloudy  sunny clear sky 22°c,20.0,0.0,73.15999999999985
1437,2017,10,british,Lewis Hamilton,mercedes,1.0,1.0,86.6,99.069,91.18733333333334,11878 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,1.0,25.0,0.0
1438,2017,10,british,Valtteri Bottas,mercedes,9.0,4.0,87.376,99.698,91.93533333333335,10184 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,2.0,18.0,14.063000000000102
1439,2017,10,british,Kimi Räikkönen,ferrari,2.0,2.0,87.147,100.455,92.198,13787 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,3.0,15.0,36.56999999999971
1440,2017,10,british,Max Verstappen,red_bull,4.0,5.0,88.13,98.912,92.15766666666667,7229 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,4.0,12.0,52.125
1441,2017,10,british,Daniel Ricciardo,red_bull,19.0,20.0,102.966,102.966,102.966,10242 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,5.0,10.0,65.95499999999993
1442,2017,10,british,Nico Hülkenberg,renault,5.0,6.0,88.856,99.201,92.46566666666666,10924 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,6.0,8.0,68.10899999999947
1443,2017,10,british,Sebastian Vettel,ferrari,3.0,3.0,87.356,99.962,92.09866666666666,10971 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,7.0,6.0,93.98899999999958
1444,2017,10,british,Esteban Ocon,racing_point,7.0,8.0,89.074,99.738,92.83766666666666,7607 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,8.0,4.0,93.98899999999958
1445,2017,10,british,Sergio Pérez,racing_point,6.0,7.0,88.902,102.009,93.57833333333333,10033 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,9.0,2.0,93.98899999999958
1446,2017,10,british,Felipe Massa,williams,14.0,15.0,91.482,101.874,96.678,13231 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,10.0,1.0,93.98899999999958
1447,2017,10,british,Stoffel Vandoorne,mclaren,8.0,9.0,89.418,100.011,93.178,9243 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,11.0,0.0,93.98899999999958
1448,2017,10,british,Kevin Magnussen,haas,16.0,17.0,102.577,102.577,102.577,9050 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,12.0,0.0,93.98899999999958
1449,2017,10,british,Romain Grosjean,haas,10.0,10.0,89.549,102.042,93.85233333333333,11413 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,13.0,0.0,93.98899999999958
1450,2017,10,british,Marcus Ericsson,alfa,18.0,19.0,102.633,102.633,102.633,9814 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,14.0,0.0,93.98899999999958
1451,2017,10,british,Daniil Kvyat,alphatauri,12.0,12.0,90.355,101.726,96.04050000000001,8482 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,15.0,0.0,93.98899999999958
1452,2017,10,british,Lance Stroll,williams,15.0,16.0,102.573,102.573,102.573,6835 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,16.0,0.0,93.98899999999958
1453,2017,10,british,Pascal Wehrlein,alfa,17.0,18.0,102.593,102.593,102.593,8307 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,17.0,0.0,93.98899999999958
1454,2017,10,british,Fernando Alonso,mclaren,20.0,13.0,90.6,97.598,94.09899999999999,13136 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,18.0,0.0,93.98899999999958
1455,2017,10,british,Carlos Sainz,alphatauri,13.0,14.0,91.368,101.114,96.241,8354 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,19.0,0.0,93.98899999999958
1456,2017,10,british,Jolyon Palmer,renault,11.0,11.0,90.193,101.404,95.79849999999999,9674 days,silverstone,Silverstone,UK,Race circuit,Clockwise,5.891,overcast sunny clear sky 23°c,20.0,0.0,93.98899999999958
1457,2017,11,hungarian,Sebastian Vettel,ferrari,1.0,1.0,76.276,77.244,76.774,10985 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,1.0,25.0,0.0
1458,2017,11,hungarian,Kimi Räikkönen,ferrari,2.0,2.0,76.444,77.364,77.005,13801 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,2.0,18.0,0.9080000000003565
1459,2017,11,hungarian,Valtteri Bottas,mercedes,3.0,3.0,76.53,78.058,77.31666666666668,10198 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,3.0,15.0,12.462000000000444
1460,2017,11,hungarian,Lewis Hamilton,mercedes,4.0,4.0,76.693,77.492,76.964,11892 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,4.0,12.0,12.885000000000218
1461,2017,11,hungarian,Max Verstappen,red_bull,5.0,5.0,76.797,77.266,77.03033333333333,7243 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,5.0,10.0,13.27599999999984
1462,2017,11,hungarian,Fernando Alonso,mclaren,7.0,8.0,77.549,78.395,77.95433333333334,13150 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,6.0,8.0,71.22299999999996
1463,2017,11,hungarian,Carlos Sainz,alphatauri,9.0,10.0,78.311,78.948,78.72366666666667,8368 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,7.0,6.0,71.22299999999996
1464,2017,11,hungarian,Sergio Pérez,racing_point,13.0,14.0,78.639,79.095,78.86699999999999,10047 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,8.0,4.0,71.22299999999996
1465,2017,11,hungarian,Esteban Ocon,racing_point,11.0,12.0,78.495,78.843,78.66900000000001,7621 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,9.0,2.0,71.22299999999996
1466,2017,11,hungarian,Stoffel Vandoorne,mclaren,8.0,9.0,77.894,78.479,78.12433333333333,9257 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,10.0,1.0,71.22299999999996
1467,2017,11,hungarian,Daniil Kvyat,alphatauri,16.0,13.0,78.538,78.702,78.62,8496 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,11.0,0.0,71.22299999999996
1468,2017,11,hungarian,Jolyon Palmer,renault,10.0,11.0,78.415,78.699,78.557,9688 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,12.0,0.0,71.22299999999996
1469,2017,11,hungarian,Kevin Magnussen,haas,15.0,16.0,79.095,79.095,79.095,9064 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,13.0,0.0,71.22299999999996
1470,2017,11,hungarian,Lance Stroll,williams,17.0,17.0,79.102,79.102,79.102,6849 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,14.0,0.0,71.22299999999996
1471,2017,11,hungarian,Pascal Wehrlein,alfa,18.0,18.0,79.839,79.839,79.839,8321 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,15.0,0.0,142.4459999999999
1472,2017,11,hungarian,Marcus Ericsson,alfa,20.0,20.0,79.972,79.972,79.972,9828 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,16.0,0.0,142.4459999999999
1473,2017,11,hungarian,Nico Hülkenberg,renault,12.0,7.0,77.468,78.137,77.75333333333333,10938 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,17.0,0.0,71.22299999999996
1474,2017,11,hungarian,Paul di Resta,williams,19.0,19.0,79.868,79.868,79.868,11428 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,18.0,0.0,71.22299999999996
1475,2017,11,hungarian,Romain Grosjean,haas,14.0,15.0,78.771,79.085,78.928,11427 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,19.0,0.0,71.22299999999996
1476,2017,11,hungarian,Daniel Ricciardo,red_bull,6.0,6.0,76.818,77.702,77.40599999999999,10256 days,hungaroring,Budapest,Hungary,Race circuit,Clockwise,4.381,sunny  sunny clear sky 27°c,20.0,0.0,71.22299999999996
1477,2017,12,belgian,Lewis Hamilton,mercedes,1.0,1.0,102.553,104.184,103.22133333333333,11920 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,1.0,25.0,0.0
1478,2017,12,belgian,Sebastian Vettel,ferrari,2.0,2.0,102.795,104.275,103.68566666666668,11013 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,2.0,18.0,2.3580000000001746
1479,2017,12,belgian,Daniel Ricciardo,red_bull,6.0,6.0,103.863,105.114,104.40033333333334,10284 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,3.0,15.0,10.791000000000167
1480,2017,12,belgian,Kimi Räikkönen,ferrari,4.0,4.0,103.27,104.729,103.89966666666668,13829 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,4.0,12.0,14.471000000000458
1481,2017,12,belgian,Valtteri Bottas,mercedes,3.0,3.0,103.094,104.773,103.70533333333333,10226 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,5.0,10.0,16.45600000000013
1482,2017,12,belgian,Nico Hülkenberg,renault,7.0,7.0,104.982,105.28,105.08333333333333,10966 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,6.0,8.0,28.087000000000444
1483,2017,12,belgian,Romain Grosjean,haas,11.0,12.0,105.133,105.728,105.4305,11455 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,7.0,6.0,31.552999999999884
1484,2017,12,belgian,Felipe Massa,williams,16.0,16.0,105.823,105.823,105.823,13273 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,8.0,4.0,36.64900000000034
1485,2017,12,belgian,Esteban Ocon,racing_point,9.0,9.0,105.006,105.369,105.21733333333334,7649 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,9.0,2.0,38.15400000000045
1486,2017,12,belgian,Carlos Sainz,alphatauri,13.0,14.0,105.374,105.439,105.4065,8396 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,10.0,1.0,39.447000000000116
1487,2017,12,belgian,Lance Stroll,williams,15.0,18.0,106.915,106.915,106.915,6877 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,11.0,0.0,48.999000000000706
1488,2017,12,belgian,Daniil Kvyat,alphatauri,19.0,17.0,106.028,106.028,106.028,8524 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,12.0,0.0,49.94000000000051
1489,2017,12,belgian,Jolyon Palmer,renault,14.0,10.0,104.685,105.447,105.066,9716 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,13.0,0.0,53.23900000000049
1490,2017,12,belgian,Stoffel Vandoorne,mclaren,20.0,15.0,105.441,105.441,105.441,9285 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,14.0,0.0,57.07800000000043
1491,2017,12,belgian,Kevin Magnussen,haas,12.0,13.0,105.4,105.535,105.4675,9092 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,15.0,0.0,67.26200000000063
1492,2017,12,belgian,Marcus Ericsson,alfa,17.0,19.0,107.214,107.214,107.214,9856 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,16.0,0.0,69.71100000000024
1493,2017,12,belgian,Sergio Pérez,racing_point,8.0,8.0,104.894,105.591,105.24300000000001,10075 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,17.0,0.0,69.71100000000024
1494,2017,12,belgian,Fernando Alonso,mclaren,10.0,11.0,105.09,105.668,105.379,13178 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,18.0,0.0,69.71100000000024
1495,2017,12,belgian,Max Verstappen,red_bull,5.0,5.0,103.38,104.535,103.95166666666667,7271 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,19.0,0.0,69.71100000000024
1496,2017,12,belgian,Pascal Wehrlein,alfa,18.0,20.0,107.679,107.679,107.679,8349 days,spa,Spa,Belgium,Race circuit,Clockwise,7.004,partially cloudy  and dry  23°c dry sunny,20.0,0.0,69.71100000000024
1497,2017,13,italian,Lewis Hamilton,mercedes,1.0,1.0,94.66,96.009,95.40766666666666,11927 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,1.0,25.0,0.0
1498,2017,13,italian,Valtteri Bottas,mercedes,4.0,6.0,95.396,97.833,96.315,10233 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,2.0,18.0,4.471000000000458
1499,2017,13,italian,Sebastian Vettel,ferrari,6.0,8.0,96.223,98.064,97.16166666666668,11020 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,3.0,15.0,36.31700000000001
1500,2017,13,italian,Daniel Ricciardo,red_bull,16.0,3.0,96.841,98.304,97.486,10291 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,4.0,12.0,40.335000000000036
1501,2017,13,italian,Kimi Räikkönen,ferrari,5.0,7.0,97.031,98.235,97.75100000000002,13836 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,5.0,10.0,60.082000000000335
1502,2017,13,italian,Esteban Ocon,racing_point,3.0,5.0,97.58,98.775,98.02466666666668,7656 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,6.0,8.0,71.52800000000025
1503,2017,13,italian,Lance Stroll,williams,2.0,4.0,97.002,97.653,97.229,6884 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,7.0,6.0,74.15599999999995
1504,2017,13,italian,Felipe Massa,williams,7.0,9.0,97.456,98.338,98.01499999999999,13280 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,8.0,4.0,74.83399999999983
1505,2017,13,italian,Sergio Pérez,racing_point,10.0,11.0,97.582,98.511,98.0465,10082 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,9.0,2.0,75.27599999999984
1506,2017,13,italian,Max Verstappen,red_bull,13.0,2.0,96.113,97.344,96.71966666666667,7278 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,10.0,1.0,75.27599999999984
1507,2017,13,italian,Kevin Magnussen,haas,9.0,16.0,100.489,100.489,100.489,9099 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,11.0,0.0,75.27599999999984
1508,2017,13,italian,Daniil Kvyat,alphatauri,8.0,14.0,98.245,99.183,98.714,8531 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,12.0,0.0,75.27599999999984
1509,2017,13,italian,Nico Hülkenberg,renault,14.0,12.0,98.059,99.242,98.6505,10973 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,13.0,0.0,75.27599999999984
1510,2017,13,italian,Carlos Sainz,alphatauri,15.0,15.0,98.526,99.788,99.157,8403 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,14.0,0.0,75.27599999999984
1511,2017,13,italian,Romain Grosjean,haas,20.0,20.0,103.355,103.355,103.355,11462 days,monza,Monza,Italy,Race circuit,Clockwise,5.793,sunny  25°c dry sunny,15.0,0.0,75.27599999999984
